text,date,likes,business_id,user_id
Born to be wild,7/8/12,0,Uqehw5Ra9m_J8TD0XuV4GQ,JE2qFjL4BaUbiI-cT5MSBw
Chicken parm,2/22/12,0,GbcFCQp9VmgMaW_jaMAq_Q,JE2qFjL4BaUbiI-cT5MSBw
Magician today,5/30/12,0,GbcFCQp9VmgMaW_jaMAq_Q,JE2qFjL4BaUbiI-cT5MSBw
Tab Benoit,8/10/12,0,CDqPVVvQtVncNQGydnZy7A,JE2qFjL4BaUbiI-cT5MSBw
Lunch with Abby,4/21/12,0,LBcCkRqkqJGthuqLE0t7zw,JE2qFjL4BaUbiI-cT5MSBw
Checking out the band,5/26/12,0,M5l7bLC2m-kQEeTQNfoyqA,JE2qFjL4BaUbiI-cT5MSBw
Reservations recommended on weekends,5/12/12,0,hDD6-yk1yuuRIvfdtHsISg,JE2qFjL4BaUbiI-cT5MSBw
King Cobra band,4/6/12,0,4o2DEgSgY2sDZ16g6U03-w,JE2qFjL4BaUbiI-cT5MSBw
King cobra,5/18/12,0,4o2DEgSgY2sDZ16g6U03-w,JE2qFjL4BaUbiI-cT5MSBw
Softball cleats,3/23/12,0,xDl-6o2NtEW3mh5geK8VUA,JE2qFjL4BaUbiI-cT5MSBw
Easter dinner,4/8/12,0,gHngt6zpP683GKe1i23LUg,JE2qFjL4BaUbiI-cT5MSBw
Fondue. Just hook up the IV now.,2/26/12,0,yAWSOUNFcfobOT_FRg_7Gg,JE2qFjL4BaUbiI-cT5MSBw
Baby gorilla,5/12/12,0,8KJSfDRhAZjAs_rMDqem7w,JE2qFjL4BaUbiI-cT5MSBw
Candles,4/17/12,0,DpPekIsTAxQzaBd2J9uIig,JE2qFjL4BaUbiI-cT5MSBw
Ova is the best bartender!,5/12/12,0,vVpYQH1DzehEa_58kaJFEQ,JE2qFjL4BaUbiI-cT5MSBw
Factory nachos,5/6/12,0,vXEZ-r6fah-5Fjt3a6c-Gw,JE2qFjL4BaUbiI-cT5MSBw
Guitar,7/8/12,0,brpJ1jYGH_Pgrx7dKIqesA,JE2qFjL4BaUbiI-cT5MSBw
Martini's are off the hook!,11/30/13,0,iHBYhO_QtVjDfs7-S77-wQ,JE2qFjL4BaUbiI-cT5MSBw
Mexican oh yeah,3/11/12,0,RUxAdd3mmNkejoTAX2YIDw,JE2qFjL4BaUbiI-cT5MSBw
Oh yeah,4/22/12,0,RUxAdd3mmNkejoTAX2YIDw,JE2qFjL4BaUbiI-cT5MSBw
Mango Margaritas and fajitas,4/30/12,0,RUxAdd3mmNkejoTAX2YIDw,JE2qFjL4BaUbiI-cT5MSBw
$0.99 tacos,6/4/12,0,RUxAdd3mmNkejoTAX2YIDw,JE2qFjL4BaUbiI-cT5MSBw
Patrone fajitas,6/17/12,0,RUxAdd3mmNkejoTAX2YIDw,JE2qFjL4BaUbiI-cT5MSBw
Dinner,3/26/12,0,1_Dg-GguWatioW4mvFQKQA,JE2qFjL4BaUbiI-cT5MSBw
Beer,3/24/12,0,KPvEo0QeT6b3x_UC6WbsvQ,JE2qFjL4BaUbiI-cT5MSBw
Vodka is my friend!,3/31/12,0,KPvEo0QeT6b3x_UC6WbsvQ,JE2qFjL4BaUbiI-cT5MSBw
Acoustic Canvas and drinks,6/9/12,0,KPvEo0QeT6b3x_UC6WbsvQ,JE2qFjL4BaUbiI-cT5MSBw
St pattys day,3/17/12,0,KPvEo0QeT6b3x_UC6WbsvQ,JE2qFjL4BaUbiI-cT5MSBw
Tea for my scratchy throat,12/9/12,0,eIedjt0mHVKDFmfhtfKSAQ,JE2qFjL4BaUbiI-cT5MSBw
Bikes,5/4/12,0,dwAtKEutQKgCvb7wSSU8Kw,JE2qFjL4BaUbiI-cT5MSBw
"Sitting outside, drinking some beer, and listening to some great live music",5/27/12,0,LM3DK2j8W8mmD5_zEEku3Q,JE2qFjL4BaUbiI-cT5MSBw
The lorax,3/9/12,0,Dyn5YDHXOmQSItz4JstHrA,JE2qFjL4BaUbiI-cT5MSBw
Madagascar 3,6/9/12,0,Dyn5YDHXOmQSItz4JstHrA,JE2qFjL4BaUbiI-cT5MSBw
The avengers.....,6/20/12,0,Dyn5YDHXOmQSItz4JstHrA,JE2qFjL4BaUbiI-cT5MSBw
Spiderman,7/7/12,0,Dyn5YDHXOmQSItz4JstHrA,JE2qFjL4BaUbiI-cT5MSBw
New hand soap. Strawberry basil smells yummy enough to eat.,4/7/12,0,B4lI3DPbEVeTRKVjLLklXQ,JE2qFjL4BaUbiI-cT5MSBw
Glen Campbell farewell tour,5/20/12,0,WfQojfN1xWzm58gIY_Fa_w,JE2qFjL4BaUbiI-cT5MSBw
Sandals for beach,6/17/12,0,Q8tTVs1pTC27iYmOBkdPXw,JE2qFjL4BaUbiI-cT5MSBw
Checking out the band,4/21/12,0,8kL_Z36p2HtSe6-lh0naEQ,JE2qFjL4BaUbiI-cT5MSBw
Live band,6/2/12,0,8kL_Z36p2HtSe6-lh0naEQ,JE2qFjL4BaUbiI-cT5MSBw
Photos,3/11/12,0,PBYfM9Y8lROS4r-V3WjKhw,JE2qFjL4BaUbiI-cT5MSBw
Pics,4/26/12,0,PBYfM9Y8lROS4r-V3WjKhw,JE2qFjL4BaUbiI-cT5MSBw
Dinner,7/27/12,0,sbFf2Z6YJOiGvRasNzTGuw,JE2qFjL4BaUbiI-cT5MSBw
Drinks and dessert,5/11/13,0,sbFf2Z6YJOiGvRasNzTGuw,JE2qFjL4BaUbiI-cT5MSBw
Fresh air and exercise,3/11/12,0,cqnwiAFrdGiGOrUNmfmJrg,JE2qFjL4BaUbiI-cT5MSBw
Walking,6/3/12,0,cqnwiAFrdGiGOrUNmfmJrg,JE2qFjL4BaUbiI-cT5MSBw
Burger time,3/19/12,0,CFtZH4Skp9z3o4ToSywI4w,JE2qFjL4BaUbiI-cT5MSBw
Burgers,5/4/12,0,CFtZH4Skp9z3o4ToSywI4w,JE2qFjL4BaUbiI-cT5MSBw
The service at the bar rocks!!!!!,12/22/12,0,CFtZH4Skp9z3o4ToSywI4w,JE2qFjL4BaUbiI-cT5MSBw
Rice,4/24/12,0,50KEvLtQl9Vv4YE1vs681Q,JE2qFjL4BaUbiI-cT5MSBw
Burger time,3/12/12,0,j3IEZP4nQAt7fkxmerLMbA,JE2qFjL4BaUbiI-cT5MSBw
Didn't think I would need a reservation on a Sunday. I was wrong.,11/11/12,0,JLbgvGM4FXh9zNP4O5ZWjQ,JE2qFjL4BaUbiI-cT5MSBw
Eggplant marino,5/22/12,0,7xHbnGo4MXFkBm6gYSu_xg,JE2qFjL4BaUbiI-cT5MSBw
Pedicures are the best here!,2/25/12,0,JetIYkfGQ4a3WQmiH_a92w,JE2qFjL4BaUbiI-cT5MSBw
Phone upgrade,3/18/12,0,ozpU3iVUBbEFePwxSKfYAw,JE2qFjL4BaUbiI-cT5MSBw
IPod touches,2/24/12,0,ozpU3iVUBbEFePwxSKfYAw,JE2qFjL4BaUbiI-cT5MSBw
Horrible service,5/19/13,0,9-S67d5VyVbYN1bWcZFb6g,JE2qFjL4BaUbiI-cT5MSBw
Supplies,3/14/12,0,N9Qgu_caDEZyXk74hI2_4w,JE2qFjL4BaUbiI-cT5MSBw
Life proof case,3/18/12,0,3j_8fQ3G3V3LEJuq8O-RTQ,JE2qFjL4BaUbiI-cT5MSBw
Blizzards,3/18/12,0,KVpSAAYSAmazhMi7LraO6Q,JE2qFjL4BaUbiI-cT5MSBw
Eye exams,3/24/12,0,OOi9jdnEjZj0zJz8xT2LFw,JE2qFjL4BaUbiI-cT5MSBw
Beach pedi,6/21/12,0,MFaerBsWIA2du9kHGeKDeA,JE2qFjL4BaUbiI-cT5MSBw
Tiffany is the best. I got christmas trees on my ring fingers.,12/2/12,0,MFaerBsWIA2du9kHGeKDeA,JE2qFjL4BaUbiI-cT5MSBw
Manu and pedi with my girls,6/15/13,0,MFaerBsWIA2du9kHGeKDeA,JE2qFjL4BaUbiI-cT5MSBw
"I've been to many nail places, and this by far is the best! Tiffany is my favorite.",3/1/14,0,MFaerBsWIA2du9kHGeKDeA,JE2qFjL4BaUbiI-cT5MSBw
Nail time,4/21/12,0,MFaerBsWIA2du9kHGeKDeA,JE2qFjL4BaUbiI-cT5MSBw
Fireworks,7/4/12,0,cvqI0cHjxHqHD7r1mAsV7Q,JE2qFjL4BaUbiI-cT5MSBw
Lunch date with one of my special girls!,2/16/13,0,K-SsrPH0nFExdpLrTo1X1w,JE2qFjL4BaUbiI-cT5MSBw
Ova is the best!!!!!!,12/8/12,0,NtpdFakRhkqtQ85PIraSJA,JE2qFjL4BaUbiI-cT5MSBw
This place is hoppin,12/14/12,0,NtpdFakRhkqtQ85PIraSJA,JE2qFjL4BaUbiI-cT5MSBw
Very friendly staff,5/8/14,0,Ypsh993XXes9DZ8Cpyq5Fw,JE2qFjL4BaUbiI-cT5MSBw
Back for seconds.,3/16/14,0,4CE_jyoNwSYkorer13G5OQ,JE2qFjL4BaUbiI-cT5MSBw
New establishment.,3/2/14,0,4CE_jyoNwSYkorer13G5OQ,JE2qFjL4BaUbiI-cT5MSBw
Best Service and love the margaritas!,9/6/14,0,pGwfOqNEL8FbMUFspJdAMA,JE2qFjL4BaUbiI-cT5MSBw
The restaurant opened yesterday. It is beautiful!,4/4/14,0,pGwfOqNEL8FbMUFspJdAMA,JE2qFjL4BaUbiI-cT5MSBw
50 shades of grey,4/27/12,0,JPQYVN6IP82v8sDhBrMpkg,JE2qFjL4BaUbiI-cT5MSBw
They get a lot of products from Shenot farms on Wexford,9/30/17,0,4397Q8jBvtU1ZbYlsxV9Wg,fmzIm7RxEdii5Jz44PtO7g
Don't get peach pie when they are having an event. They sell out fast!,8/6/17,0,Hf4pcInQdInE_Q0endImnw,fmzIm7RxEdii5Jz44PtO7g
They serve Perry's ice cream here,8/6/17,0,Hf4pcInQdInE_Q0endImnw,fmzIm7RxEdii5Jz44PtO7g
Sat am they sell cinnamon rolls,8/6/17,0,Hf4pcInQdInE_Q0endImnw,fmzIm7RxEdii5Jz44PtO7g
Corn picked daily,7/19/17,0,jIQWEioUihbEiAiNu-Rwwg,fmzIm7RxEdii5Jz44PtO7g
You can buy Perrys ice cream here,7/19/17,0,jIQWEioUihbEiAiNu-Rwwg,fmzIm7RxEdii5Jz44PtO7g
Note they do not accept credit cards but they make their own wood cabinets. They come to your home and then schedule an apt in their showroom,3/17/16,0,ieE2q3Onr9blYYscePOBZg,fmzIm7RxEdii5Jz44PtO7g
Credit card accepted at $10.00 or more purchase,10/24/17,0,4l56EXyCWwPlPXcX9qq-jw,fmzIm7RxEdii5Jz44PtO7g
No public restrooms,10/24/17,0,4l56EXyCWwPlPXcX9qq-jw,fmzIm7RxEdii5Jz44PtO7g
Soft drink refills are extra,10/24/17,0,4l56EXyCWwPlPXcX9qq-jw,fmzIm7RxEdii5Jz44PtO7g
Earn fitness bucks to redeem for membership dues or other things!,6/3/13,0,PXXNVRmMkb7soidJYbnLUg,fmzIm7RxEdii5Jz44PtO7g
When you're moving you're grooving. Interval cardio dance class burns calories - group groove!,6/13/13,0,PXXNVRmMkb7soidJYbnLUg,fmzIm7RxEdii5Jz44PtO7g
Caring fun loving staff. All types of fitness levels. Please reference my review.,6/27/13,0,PXXNVRmMkb7soidJYbnLUg,fmzIm7RxEdii5Jz44PtO7g
Caring staff. Best group classes. Great interval training.,1/6/14,0,PXXNVRmMkb7soidJYbnLUg,fmzIm7RxEdii5Jz44PtO7g
They focus on form which is essential to proper training,6/14/14,0,PXXNVRmMkb7soidJYbnLUg,fmzIm7RxEdii5Jz44PtO7g
Friendly caring staff makes work outs worth while,10/9/14,0,PXXNVRmMkb7soidJYbnLUg,fmzIm7RxEdii5Jz44PtO7g
Fun caring staff. Classes for all fitness types. Pool racketball as well as basketball court. Children's day care available,12/18/14,0,PXXNVRmMkb7soidJYbnLUg,fmzIm7RxEdii5Jz44PtO7g
"Staff recognizes all fitness levels.

New group classes launch next week",1/2/15,0,PXXNVRmMkb7soidJYbnLUg,fmzIm7RxEdii5Jz44PtO7g
"Group exercise classes enable you to make new friends 

Gym has pool for swimming and classes

Special room for spin classes",1/8/15,0,PXXNVRmMkb7soidJYbnLUg,fmzIm7RxEdii5Jz44PtO7g
Family friendly. Child care offered so you can work out,1/26/15,0,PXXNVRmMkb7soidJYbnLUg,fmzIm7RxEdii5Jz44PtO7g
New class launches next week which combines yoga with Pilates. Group Cenergy will strengthen your core muscles,2/5/15,0,PXXNVRmMkb7soidJYbnLUg,fmzIm7RxEdii5Jz44PtO7g
New class group Cenergy. Mix of Pilates and yoga!! Launches tonight!,2/10/15,0,PXXNVRmMkb7soidJYbnLUg,fmzIm7RxEdii5Jz44PtO7g
Best group classes. Some are team taught,2/16/15,0,PXXNVRmMkb7soidJYbnLUg,fmzIm7RxEdii5Jz44PtO7g
Open house this week. Classes are fun. Teachers are cool and have quite a sense of humor,3/19/15,0,PXXNVRmMkb7soidJYbnLUg,fmzIm7RxEdii5Jz44PtO7g
TRX training gives new incentive to strength. New programs added for full workouts. Staff friendly and eager to help your individual needs.,1/16/16,0,PXXNVRmMkb7soidJYbnLUg,fmzIm7RxEdii5Jz44PtO7g
Commit to get fit!,5/28/13,0,PXXNVRmMkb7soidJYbnLUg,fmzIm7RxEdii5Jz44PtO7g
The new offerings that were at the event at MCIntrye center are now part of their regular menu,4/10/16,0,IkkongyT51hv-f3wzIgf0g,fmzIm7RxEdii5Jz44PtO7g
The lunch menu is available on weekends. You must ask for it,10/7/17,0,IkkongyT51hv-f3wzIgf0g,fmzIm7RxEdii5Jz44PtO7g
"If you aren't overly hungry you can get half portions of a waffle, home fries, or the mixed grill.",2/21/16,0,Ladt7CobMcCFZ8-iC5v0cw,fmzIm7RxEdii5Jz44PtO7g
They told me they have an online coupon for $5.50 for parking.,8/9/16,0,9EBvrScp_aZncPyXvzT-0g,fmzIm7RxEdii5Jz44PtO7g
Great sale going on. Can get diabetic style footwear without paying prices for diabetic shoes,11/28/15,0,1pjpBt1uIb3vB1NAMo7DQw,fmzIm7RxEdii5Jz44PtO7g
French onion soup off menu due to some ingredient problem,11/28/15,0,ovuL7n30fogNHrIc51uSgQ,fmzIm7RxEdii5Jz44PtO7g
The menu is slightly different than the one in McCandless but just as good.,7/27/16,0,Cucj08aCIWy9R2tjNcOx8w,fmzIm7RxEdii5Jz44PtO7g
$10.00 minimum on cards if using,6/19/16,0,PnfQvtyc5QNcKj7UCY-Riw,fmzIm7RxEdii5Jz44PtO7g
Friday and Sunday evenings they have a DeeJay here playing 50s music!,6/19/16,0,PnfQvtyc5QNcKj7UCY-Riw,fmzIm7RxEdii5Jz44PtO7g
They don't sell breads here but you can get desserts or Quiches,6/16/16,0,i7TFQpKD-xBFkJTea9LASQ,fmzIm7RxEdii5Jz44PtO7g
The white lily cake is not too heavy a dessert. They also sell wedding cakes here,6/16/16,0,i7TFQpKD-xBFkJTea9LASQ,fmzIm7RxEdii5Jz44PtO7g
They serve Nancy Bs peanut butter chocolate chip ice cream sundae,5/4/17,0,08t3_HjbpLyPeuft6eoa5A,fmzIm7RxEdii5Jz44PtO7g
Practically everything is ala carte. Prices very reasonable,8/3/17,0,Apn6Qly16cIUxgB1dYUvjg,fmzIm7RxEdii5Jz44PtO7g
If you order an omelette you can get two eggs for $.75 cheaper,8/3/17,0,Apn6Qly16cIUxgB1dYUvjg,fmzIm7RxEdii5Jz44PtO7g
Pay at register,8/3/17,0,Apn6Qly16cIUxgB1dYUvjg,fmzIm7RxEdii5Jz44PtO7g
Prices are reasonable and include tax. Unless you are really hungry one scoop is enough,6/29/16,0,Krm9dSjhfmNH5LlhOKGPYg,fmzIm7RxEdii5Jz44PtO7g
The lunchtime pizza buffet is M-Sat 11-2 cost $6.95 includes soup or salad,8/9/17,0,B5hl4fV8ZmwN2bLDgdr0Fw,fmzIm7RxEdii5Jz44PtO7g
"3 course special in effect. Get salad, entree, and dessert for $12.95",5/28/13,0,Ky0X7OLqSeBpvNNf0NjVcg,fmzIm7RxEdii5Jz44PtO7g
Go during week for specials.,1/18/14,0,Ky0X7OLqSeBpvNNf0NjVcg,fmzIm7RxEdii5Jz44PtO7g
15% on take out through Dec 30th. Need to order online and use code OGTOGO15,12/19/14,0,Ky0X7OLqSeBpvNNf0NjVcg,fmzIm7RxEdii5Jz44PtO7g
Go for lunch. Same items normally cheaper,12/29/14,0,Ky0X7OLqSeBpvNNf0NjVcg,fmzIm7RxEdii5Jz44PtO7g
They now have a device where you can order your meal and play games at each table,8/8/15,0,Ky0X7OLqSeBpvNNf0NjVcg,fmzIm7RxEdii5Jz44PtO7g
Photography forbidden once you enter the theater. Now called the O 'Reilly theater,10/18/15,0,Aror3Q3exo1uWxsH4eWkzA,fmzIm7RxEdii5Jz44PtO7g
Coat check available,10/18/15,0,Aror3Q3exo1uWxsH4eWkzA,fmzIm7RxEdii5Jz44PtO7g
Some of the best chocolate here!,1/17/16,0,MWmzRP7YYt1vufeiCwZzQw,fmzIm7RxEdii5Jz44PtO7g
They sell gelatos over the summer,8/18/16,0,MWmzRP7YYt1vufeiCwZzQw,fmzIm7RxEdii5Jz44PtO7g
They no longer serve Penn State ice cream here but it is all homemade by staff who go there to learn how to make it in that style,7/19/16,1,4iSVxQKK1G3V-LBffQxaKg,fmzIm7RxEdii5Jz44PtO7g
They have a small parking lot on the side of the building,7/19/16,0,4iSVxQKK1G3V-LBffQxaKg,fmzIm7RxEdii5Jz44PtO7g
Klavons is hosting ice cream competition on 7-17-17 with flavors from other cities. Check website for more details,7/12/17,0,4iSVxQKK1G3V-LBffQxaKg,fmzIm7RxEdii5Jz44PtO7g
Phantom of the Opera is redone!,2/28/15,0,CTiWs36A_sX3eahdqrYxUQ,fmzIm7RxEdii5Jz44PtO7g
This show is fantastic! If you loved the rhythm and blues of the 60s you will be amazed at what Carole King wrote,10/27/15,0,CTiWs36A_sX3eahdqrYxUQ,fmzIm7RxEdii5Jz44PtO7g
Great seats to see Nutcracker,12/12/15,0,CTiWs36A_sX3eahdqrYxUQ,fmzIm7RxEdii5Jz44PtO7g
The principal leads are done by the same outstanding ballet leads from Alice in Wonderland. Lady Capulet was the Red Queen in Alice,4/23/17,0,CTiWs36A_sX3eahdqrYxUQ,fmzIm7RxEdii5Jz44PtO7g
If you are going to the Home and Garden show park in lot A of Heinz field. It is only $7.00 and they have continuous free shuttle right to their door.,3/5/16,0,TVSk_tmVnnqS6ZCp7oJj1g,fmzIm7RxEdii5Jz44PtO7g
If you can't eat half pound burger then you can order a kids size for $1.00 less. Additional charge for their special toppings,4/7/16,0,QqbZA4r5g1vCbOxOAKJgWg,fmzIm7RxEdii5Jz44PtO7g
Nice wi fi cafe. Free internet.,11/1/13,0,LCrEGP25XEBDPmirFqd_xg,fmzIm7RxEdii5Jz44PtO7g
$61.95 state inspection for checking in here,6/18/13,0,LCrEGP25XEBDPmirFqd_xg,fmzIm7RxEdii5Jz44PtO7g
Machine talks to you. Cupcake $3.50-$3.75. Boxes available. Pay by cash or card,3/11/17,0,EhF2SwQlzMuuXYUooFRo9g,fmzIm7RxEdii5Jz44PtO7g
3 rd location opening end of March on 4 th Ave downtown!,3/16/17,0,pHDLRIG2Xu1_1mkGAbyEmw,fmzIm7RxEdii5Jz44PtO7g
The other location called the Shiloh grill on Mt Washington will also be renamed the Harris grill,3/16/17,0,pHDLRIG2Xu1_1mkGAbyEmw,fmzIm7RxEdii5Jz44PtO7g
The new location downtown is taking the spot of the Old Tavern 245 on 4 th Ave. will open end of month,3/16/17,0,pHDLRIG2Xu1_1mkGAbyEmw,fmzIm7RxEdii5Jz44PtO7g
If you don't like the pot of tea you order they will bring you another of your choice,12/8/16,0,M-uo9HTEJEx7cS0eCsQyUg,fmzIm7RxEdii5Jz44PtO7g
They have a separate area where you can buy cake and candy supplies,6/30/16,0,4RhyluqR0eXERECBLallXQ,fmzIm7RxEdii5Jz44PtO7g
If you choose the brownie bite you have 3 different types to choose from. I took the chocolate cheesecake brownie,6/30/16,0,4RhyluqR0eXERECBLallXQ,fmzIm7RxEdii5Jz44PtO7g
Menu is practically identical to the one in Fox Chapel.,2/26/17,0,rlFEKTaUgQqN4O9ow3LO9w,fmzIm7RxEdii5Jz44PtO7g
Pumpkin biscotti to die for!,11/15/17,0,Zs-Gk02SPk_CU7NgMAVTJw,fmzIm7RxEdii5Jz44PtO7g
Homemade cheesecake to die for!,9/13/13,0,1vEBp-YeAvqg1w19GzYg9w,fmzIm7RxEdii5Jz44PtO7g
There's a coupon with check in for $5.00 off your order,2/7/17,0,MyITm7hhBUqRmz2PqlfhOw,fmzIm7RxEdii5Jz44PtO7g
Most of the baked goods come from Bartrams bakery in MCMurray,2/8/17,0,MyITm7hhBUqRmz2PqlfhOw,fmzIm7RxEdii5Jz44PtO7g
"Lenten sides available include cheese pierogis,haluski, and potato pancakes for under $5.00",2/10/16,0,mweMYUxCsIZUtHVJa_4Z5w,fmzIm7RxEdii5Jz44PtO7g
This is truly a unique production of the children's classic Peter Pan!  The dancing is flawless!,2/19/16,0,bShze6_dNGwamcNPJgZILg,fmzIm7RxEdii5Jz44PtO7g
The barre class was fabulous! We worked on core prep and did simple ballet moves. They do a great job here,1/19/17,0,bShze6_dNGwamcNPJgZILg,fmzIm7RxEdii5Jz44PtO7g
Lunch special till 4 half sandwich and soup or side for price of whole sandwich,1/28/16,0,slMjKmGTnufGx6ZWR6Mg3A,fmzIm7RxEdii5Jz44PtO7g
Gas $2.45. Expect price hike on New Year's Day,12/31/16,1,og04KLFbOsvu7vTy-uchTA,fmzIm7RxEdii5Jz44PtO7g
$2.00! Off fresh fish,12/14/14,0,w-YZ755_a3SswPSeUwCdSg,fmzIm7RxEdii5Jz44PtO7g
They serve Deans ice cream,7/12/17,0,BfIcrMq0Me0D7BBSYij7Fg,fmzIm7RxEdii5Jz44PtO7g
Great overlook of the city,4/12/14,0,SvCjBtbN1cKElDKPTw9dOA,fmzIm7RxEdii5Jz44PtO7g
Free parking on Sunday. No need to pay the meter,3/12/17,0,kT9SuRVTapbDgFGMcg1Rqg,fmzIm7RxEdii5Jz44PtO7g
You can get Prantls burnt almond torte here for dessert,3/12/17,0,kT9SuRVTapbDgFGMcg1Rqg,fmzIm7RxEdii5Jz44PtO7g
Best chocolate Hamentachen I ever had!,3/12/17,0,bj-eOvaPph6ai2pKCUduUQ,fmzIm7RxEdii5Jz44PtO7g
They offer the same group exercise classes as my gym!,3/12/17,0,bj-eOvaPph6ai2pKCUduUQ,fmzIm7RxEdii5Jz44PtO7g
The prix fix menu is worth the money,9/9/17,0,gHngt6zpP683GKe1i23LUg,fmzIm7RxEdii5Jz44PtO7g
Consumer alert! Their chocolate chip cookies have a little peanut butter in them. I was told this when I bought them.,2/23/17,0,U9vCFCDQMQ8GFr5z48h8tQ,fmzIm7RxEdii5Jz44PtO7g
I called the bakery. They do not make their chocolate chip cookies without peanut butter! The same is true is you want white chocolate chip. NO EXCEPTIONS!!!!!!,2/24/17,0,U9vCFCDQMQ8GFr5z48h8tQ,fmzIm7RxEdii5Jz44PtO7g
Sees candy stand a lone store now open!,10/18/13,0,Q-HphDiGP561Iw2AzsPB5A,fmzIm7RxEdii5Jz44PtO7g
Bring money and get here early. Parking horrible,8/20/15,0,Q-HphDiGP561Iw2AzsPB5A,fmzIm7RxEdii5Jz44PtO7g
Come Sun am. Not crowded,9/20/15,0,Q-HphDiGP561Iw2AzsPB5A,fmzIm7RxEdii5Jz44PtO7g
There's some new cookie store here where Capital teas used to be,9/6/17,0,Q-HphDiGP561Iw2AzsPB5A,fmzIm7RxEdii5Jz44PtO7g
Miss American Girl? Store is coming back for another 3 month stay in Oct,9/6/17,0,Q-HphDiGP561Iw2AzsPB5A,fmzIm7RxEdii5Jz44PtO7g
They sell overripe bananas here,8/13/17,0,dJnmzE5n5xJgHiGiyMGosw,fmzIm7RxEdii5Jz44PtO7g
Omelettes are made with 9 eggs!,10/25/17,0,wjLgM9Ybe5shoUPRrGMmsQ,fmzIm7RxEdii5Jz44PtO7g
If you want egg substitute it is $1.50 extra,10/25/17,0,wjLgM9Ybe5shoUPRrGMmsQ,fmzIm7RxEdii5Jz44PtO7g
Gender neutral restroom,10/25/17,0,wjLgM9Ybe5shoUPRrGMmsQ,fmzIm7RxEdii5Jz44PtO7g
Hope you like waiting. Service very slow even when not busy.,10/25/17,0,wjLgM9Ybe5shoUPRrGMmsQ,fmzIm7RxEdii5Jz44PtO7g
Park in the city. Much cheaper and the T is free,8/20/17,0,4RNBXjX2kTwpawbmDQqzow,fmzIm7RxEdii5Jz44PtO7g
Mussels are their specialty,10/12/17,0,xcmmTXhuMx2fZF2Bt69F4w,fmzIm7RxEdii5Jz44PtO7g
Arrive early. Usually packed,10/5/13,0,vXEZ-r6fah-5Fjt3a6c-Gw,fmzIm7RxEdii5Jz44PtO7g
Get here early gets crowded,9/12/15,0,vXEZ-r6fah-5Fjt3a6c-Gw,fmzIm7RxEdii5Jz44PtO7g
Coupons run in the paper from time to time,3/30/14,0,T1EKhweXQnRP3niBrBL7Ug,fmzIm7RxEdii5Jz44PtO7g
While reservations aren't necessary for lunch it is advisable since this place fills up quickly,5/20/16,0,2EhBiUnUTl_H2s4DXdKCTg,fmzIm7RxEdii5Jz44PtO7g
10% off if you show them your AARP card,2/7/15,0,mZYKqiK-9fzifbFbeEbP1w,fmzIm7RxEdii5Jz44PtO7g
Apply for Landrys select card ad you will get rewards here and other places,6/13/15,0,mZYKqiK-9fzifbFbeEbP1w,fmzIm7RxEdii5Jz44PtO7g
Use AARP card to save 10% off check,6/27/15,0,mZYKqiK-9fzifbFbeEbP1w,fmzIm7RxEdii5Jz44PtO7g
If you get here when they open you stand a good chance of same day reservation for a lunch,6/21/16,0,p_2Q6ebOtBOHCpBrvb78lg,fmzIm7RxEdii5Jz44PtO7g
With the exception of creme brûlée all their desserts come from Signature desserts in Squirrel Hill.,6/21/16,0,p_2Q6ebOtBOHCpBrvb78lg,fmzIm7RxEdii5Jz44PtO7g
"Post Gazette reports this business is closing April 22, 2017. Please make a note of it.",3/28/17,1,7PRse3yCQbEprAj1DWrEQQ,fmzIm7RxEdii5Jz44PtO7g
The crepes are made with homemade asiago cheese. Yummy,4/27/17,0,3GuqcEYaF1d1WXcwOX5xPw,fmzIm7RxEdii5Jz44PtO7g
Come early for lunch. Less crowded,6/20/14,0,7ADjU1ZmRfUeMebjbYU3kw,fmzIm7RxEdii5Jz44PtO7g
Peppermint bark cheesecake for holidays,12/5/15,0,7ADjU1ZmRfUeMebjbYU3kw,fmzIm7RxEdii5Jz44PtO7g
There is major construction in extended parking lot 9 limiting your ability to even park as a cell lot. Seek other parking if flying,8/5/16,0,u7CxxEzx8hvjoJ8onN4zTg,fmzIm7RxEdii5Jz44PtO7g
Free small popcorn with check in,9/17/16,0,JlnDcCfvrmo_cv8OOzhuoQ,fmzIm7RxEdii5Jz44PtO7g
2 nd location now open in Carnegie!,3/12/17,0,hlzDnbp7H7KPTefI1uwhjA,fmzIm7RxEdii5Jz44PtO7g
They need more stores. It is becoming like a ghost town here.,9/19/15,0,qsT1WxSp3XO76f9HZwVMnA,fmzIm7RxEdii5Jz44PtO7g
Closing Oct 22 nd 2017 for good,10/21/17,0,dd88S7tQtZeDce61KqcVyA,fmzIm7RxEdii5Jz44PtO7g
The chocolate raspberry truffle shake comes both as regular and lactose free. Make sure you tell them specifically what you want or you may get the wrong one.,12/5/16,0,K8M3OeFCcAnxuxtTc0BQrQ,fmzIm7RxEdii5Jz44PtO7g
Their ice cream comes from Perriscin NY,12/5/16,0,K8M3OeFCcAnxuxtTc0BQrQ,fmzIm7RxEdii5Jz44PtO7g
History center parking lot across street is only $5.00,12/15/16,0,#NAME?,fmzIm7RxEdii5Jz44PtO7g
